codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental
22-07-0029-46,22-020,Jutiapa,Atescatempa,"Colegio Privado ""San Francisco De Asis""","Zona 0, Barrio El Centro", 3039-4472,Marcelina Martinez Guevara De Hernandez,Ana Ruth Valle Salazar,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-07-0031-46,22-020,Jutiapa,Atescatempa,"Colegio Privado ""San Francisco De Asis""","Zona 0, Barrio Las Rosas", 3039-4472,Marcelina Martinez Guevara De Hernandez,Ana Ruth Valle Salazar,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-07-0033-46,22-020,Jutiapa,Atescatempa,Colegio Privado Innovador Tecnológico Guatemalteco,"Zona 0, Barrio El Centro", 3039-4472,Marcelina Martinez Guevara De Hernandez,Ana Ruth Valle Salazar,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Virtual A Distancia,Jutiapa
22-07-0035-46,22-020,Jutiapa,Atescatempa,"Colegio Particular Mixto ""San Cristóbal""","Aldea San Cristóbal, Frontera", 4573-6655,Marcelina Martinez Guevara De Hernandez,Haivin Estrada De Elvira,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-07-0330-46,22-017,Jutiapa,Atescatempa,Instituto Particular Mixto De Ciencias Comerciales,Nan,,Sandra Patricia Lopez De Cambara,Nan,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-07-1838-46,22-020,Jutiapa,Atescatempa,Escuela De Ciencias Empresariales Ecce,Barrio El Centro, 5042-1492,Marcelina Martinez Guevara De Hernandez,Marcos Vinicio García Herrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-07-2070-46,22-020,Jutiapa,Atescatempa,Colegio Particular Mixto De Diversificado Liceo San Cristobal,Aldea San Cristobal Frontera, 7884-5586,Marcelina Martinez Guevara De Hernandez,Marlon Estuardo Pinto Pimentel,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-07-2198-46,22-020,Jutiapa,Atescatempa,Liceo Atescatempa,"2A. Avenida 3-19, Zona 1",,Marcelina Martinez Guevara De Hernandez,Nan,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-07-2324-46,22-020,Jutiapa,Atescatempa,Colegio Particular Mixto San Cristobal,Aldea San Cristobal Frontera, 7884-5584,Marcelina Martinez Guevara De Hernandez,Haivin Estrada De Elvira,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-07-2440-46,22-020,Jutiapa,Atescatempa,Colegio Particular Mixto San Cristobal,Aldea San Cristobal Frontera, 7884-5584,Marcelina Martinez Guevara De Hernandez,Haivin Estrada De Elvira,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-07-2442-46,22-020,Jutiapa,Atescatempa,Instituto Municipal De Diversificado,Aldea Contepeque, 5885-0849,Marcelina Martinez Guevara De Hernandez,Ernesto Gómez Barrera,Diversificado,Municipal,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-08-0005-46,22-021,Jutiapa,Jerez,Instituto Nacional De Educacion Diversificada,Cabecera Municipal, 5135-8754,Inmer Wilfredo Velasquez Dominguez,Glenda Daniela Guerrero Torres,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-08-2114-46,22-021,Jutiapa,Jerez,Instituto Municipal De Educacion Media,Cabecera Municipal, 5971-1367,Inmer Wilfredo Velasquez Dominguez,Erik Yovany Torres Campos,Diversificado,Municipal,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-09-0008-46,22-019,Jutiapa,El Adelanto,"Colegio Integral ""Ciencia Y Desarrollo""",Barrio Arriba, 4723-8580,Arturo Cardona Chinchilla,Carlos Arturo Sabá Najarro,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-09-0011-46,22-019,Jutiapa,El Adelanto,"Colegio Integral ""Ciencia Y Desarrollo""",Barrio Arriba, 4723-8580,Arturo Cardona Chinchilla,Carlos Arturo Sabá Najarro,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-09-0014-46,22-019,Jutiapa,El Adelanto,"Ined ""Profesor William Francisco Corado Quiñonez""",Barrio Sitio Arriba, 4744-6964,Arturo Cardona Chinchilla,Jilma Judith Barrera Corado,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-09-0017-46,22-019,Jutiapa,El Adelanto,Colegio Integral Ciencia Y Desarrollo,Barrio Sitio Arriba, 4723-8580,Arturo Cardona Chinchilla,Carlos Arturo Sabá Najarro,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-10-0011-46,22-004,Jutiapa,Zapotitlan,Instituto Nacional De Educacion Diversificada,Cabecera Municipal, 4111-6401,Mara Aleida Quiñonez Y Quiñonez,Joseph Migdalel Zuñiga Ortega,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-10-0018-46,22-004,Jutiapa,Zapotitlan,Instituto De Diversificado Por Cooperativa -Indicopa-,Aldea San Antonio El Papaturro, 3162-4788,Mara Aleida Quiñonez Y Quiñonez,Roquel Corado Mazariegos,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-10-0024-46,22-004,Jutiapa,Zapotitlan,Colegio Mixto Bilingüe Santa Fe,Barrio La Joya, 5700-2673,Mara Aleida Quiñonez Y Quiñonez,Wilson Quiñonez García,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-10-2159-46,22-004,Jutiapa,Zapotitlan,Instituto Diversificado Por Cooperativa,Cabecera Municipal, 4196-3518,Mara Aleida Quiñonez Y Quiñonez,Julieta Ilución Quiñonez Y Quiñonez,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Jutiapa
22-11-0042-46,22-022,Jutiapa,Comapa,Instituto Nacional De Educacion Diversificada,Cabecera Municipal, 4582-8064,Julio Rene Hernandez Gonzalez,Luis Salomon Carrillo Arana,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-11-0060-46,22-022,Jutiapa,Comapa,Instituto Tecnico De Educacion Y Desarrollo Profesional,Aldea Caparroza, 4536-1887,Julio Rene Hernandez Gonzalez,Christian Afgany Chavarria González,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-11-0063-46,22-028,Jutiapa,Comapa,"Colegio Particular Mixto ""Liceo Estanzuela""",Aldea Estanzuela, 5342-1606,Emerson Raul Ortiz Lopez,Sulvia Alejandra Corado Asencio,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-11-0067-46,22-022,Jutiapa,Comapa,Colegio Particular Mixto Nuestra Señora De Concepcion,Barrio Catolico, 3376-4307,Julio Rene Hernandez Gonzalez,Elizandro Batén Martínez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-11-0068-46,22-022,Jutiapa,Comapa,Colegio Particular Mixto Nuestra Señora De Concepcion,Barrio Catolico, 3376-4307,Julio Rene Hernandez Gonzalez,Elizandro Batén Martínez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-11-0075-46,22-028,Jutiapa,Comapa,Colegio Particular Mixto Liceo Estanzuela,Aldea Estanzuela, 5342-1606,Emerson Raul Ortiz Lopez,Sulvia Alejandra Corado Asencio,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-11-0078-46,22-022,Jutiapa,Comapa,Instituto Particular Mixto De Formación Y Desarrollo Profesional Indeforp,Entrada Al Municipio De Comapa, 5348-6062,Julio Rene Hernandez Gonzalez,Rafael González Andrino,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-11-0079-46,22-022,Jutiapa,Comapa,Instituto Particular Mixto De Formacion Y Desarrollo Profesional Indeforp,Entrada Al Municipio De Comapa, 5348-6062,Julio Rene Hernandez Gonzalez,Rafael González Andrino,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-11-0083-46,22-028,Jutiapa,Comapa,"Colegio Particular Mixto ""Liceo Estanzuela""",Aldea Estanzuela, 5342-1606,Emerson Raul Ortiz Lopez,Sulvia Alejandra Corado Asencio,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-11-0086-46,22-028,Jutiapa,Comapa,"Instituto Particular Formacion Y Desarrollo Profesional ""Indeforp Ii""","Caserio San Miguel, Aldea Escuinapa.", 5348-6062,Emerson Raul Ortiz Lopez,Edwin Marciano Valdéz Arana,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-11-0089-46,22-022,Jutiapa,Comapa,"Instituto Particular Mixto De Formación Y Desarrollo Profesional ""Indeforp""",Calle Principal, 5348-6062,Julio Rene Hernandez Gonzalez,Rafael González Andrino,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-11-0091-46,22-022,Jutiapa,Comapa,"Colegio Particular Mixto ""Nuestra Señora De Concepción""",Barrio Católico, 3376-4307,Julio Rene Hernandez Gonzalez,Elizandro Batén Martínez,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-11-0093-46,22-022,Jutiapa,Comapa,Colegio Particular Mixto San Francisco,"Casero Las Pilas, Aldea Escuinapa", 4503-9654,Julio Rene Hernandez Gonzalez,Karen Elizabeth Ortíz López,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-11-0094-46,22-028,Jutiapa,Comapa,Colegio Particular Mixto Liceo Estanzuela,Aldea Estanzuela, 5389-8556,Emerson Raul Ortiz Lopez,Sulvia Alejandra Corado Asencio,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-11-0095-46,22-022,Jutiapa,Comapa,"Instituto Particular De Formación Y Desarrollo Profesional ""Indeforp""",Calle Principal, 5348-6062,Julio Rene Hernandez Gonzalez,Rafael González Andrino,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-11-0096-46,22-028,Jutiapa,Comapa,"Instituto Particular Formación Y Desarrollo Profesional ""Indeforp Ii""","Caserío San Miguel, Aldea Escuinapa", 5348-6062,Emerson Raul Ortiz Lopez,Edwin Marciano Valdéz Arana,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-11-2127-46,22-022,Jutiapa,Comapa,Instituto De Magisterio Por Cooperativa,Comapa, 4481-5761,Julio Rene Hernandez Gonzalez,Osbeli López Linares,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-11-2308-46,22-022,Jutiapa,Comapa,Instituto Particular Mixto De Formacion Y Desarrollo Profesional Indeforp,Calle Principal, 5348-6062,Julio Rene Hernandez Gonzalez,Rafael González Andrino,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-0022-46,22-029,Jutiapa,Jalpatagua,Instituto Nacional De Educacion Diversificada,5A. Calle 6-22 Zona 1, 5625-0177,Carlos Alberto Lopez Archila,Sidia Judith Alonzo Sosa,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-0024-46,22-033,Jutiapa,Jalpatagua,"Colegio Tecnologico Bilingue ""Edison""",7A Avenida 4-37 Zona 1, 7756-4614,Cesar Augusto Cumes Cermeño,Claudia Carolina López Cabrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-0025-46,22-033,Jutiapa,Jalpatagua,"Colegio Tecnologico Bilingue ""Edison""",7A Avenida 4-37 Zona 1, 7756-4614,Cesar Augusto Cumes Cermeño,Claudia Carolina López Cabrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Jutiapa
22-12-0026-46,22-033,Jutiapa,Jalpatagua,"Colegio Tecnologico Bilingue ""Edison""",7A Avenida 4-37 Zona 1, 7756-4614,Cesar Augusto Cumes Cermeño,Claudia Carolina López Cabrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-0034-46,22-023,Jutiapa,Jalpatagua,Colegio Cristiano Rios De Agua Viva,Aldea El Coco, 5024-2731,Neri Rolando Corado Cortez,Yulisa Esther Ramirez Calderon,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-0039-46,22-033,Jutiapa,Jalpatagua,Colegio Bilingüe Nueva Era,"2A. Ave. Y 4Ta. Calle, Zona 2", 3459-4852,Cesar Augusto Cumes Cermeño,Suseli Yomara Ruano Barahona,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-0040-46,22-029,Jutiapa,Jalpatagua,"Colegio Particular Mixto Evangélico ""Samaria""","5Ta. Calle, 1-93 Zona 2", 4709-0364,Carlos Alberto Lopez Archila,Ruth Noemy Arévalo,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-0041-46,22-033,Jutiapa,Jalpatagua,"Colegio Particular Mixto ""San José Obrero Ii""","Caserio El Cipres, San Ixtan", 5293-3301,Cesar Augusto Cumes Cermeño,Santos Arely Márquez López,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Diario(Regular),Jutiapa
22-12-0044-46,22-029,Jutiapa,Jalpatagua,"Colegio Particular Mixto Evangelico ""Samaria""","5Ta. Calle, 1-93 Zona 2", 4709-0364,Carlos Alberto Lopez Archila,Ruth Noemy Arévalo,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-0046-46,22-033,Jutiapa,Jalpatagua,"Colegio Particular Mixto ""San Jose Obrero Ii""",Aldea San Ixtan, 5293-3301,Cesar Augusto Cumes Cermeño,Elias Benjamin Menendez Hernandez,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-0050-46,22-033,Jutiapa,Jalpatagua,Colegio Bilingue Nueva Era,2A. Avenida Y 4Ta. Calle Zona 2, 7792-6857,Cesar Augusto Cumes Cermeño,Suseli Yomara Ruano Barahona,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Jutiapa
22-12-0051-46,22-033,Jutiapa,Jalpatagua,Colegio Bilingue Nueva Era,2A. Avenida Y 4Ta. Calle Zona 2, 7792-6857,Cesar Augusto Cumes Cermeño,Astrid Mishell Barreno Sarceño,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-0052-46,22-033,Jutiapa,Jalpatagua,Colegio Bilingue Nueva Era,2A. Avenida Y 4A. Calle Zona 2, 7792-6857,Cesar Augusto Cumes Cermeño,Astrid Mishell Barreno Sarceño,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-0053-46,22-033,Jutiapa,Jalpatagua,"Colegio Bilingue ""Nueva Era Ii""",2A. Avenida 3-35 Zona 2, 7792-6857,Cesar Augusto Cumes Cermeño,Suseli Yomara Ruano Barahona,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-0054-46,22-033,Jutiapa,Jalpatagua,Colegio Particular Mixto San José Obrero I,3A. Avenida 5-97 Zona 1, 7756-4442,Cesar Augusto Cumes Cermeño,Elias Benjamin Menendez Hernandez,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-12-0056-46,22-029,Jutiapa,Jalpatagua,"Colegio Particular Mixto Evangelico ""Samaria""",5Ta. Calle 1-93 Zona 2, 4709-0364,Carlos Alberto Lopez Archila,Ruth Noemy Arévalo,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-0057-46,22-029,Jutiapa,Jalpatagua,Colegio Particular Mixto San José Obrero I,3A- Calle 5-97 Zona 1, 7756-4442,Carlos Alberto Lopez Archila,Elias Benjamin Menendez Hernandez,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-12-0059-46,22-029,Jutiapa,Jalpatagua,"Colegio Particular Mixto ""Nuevo Amanecer""",3A. Calle 1-36 Zona 2, 7756-4472,Carlos Alberto Lopez Archila,Sandra Elizabeth Gramajo Barrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-12-0061-46,22-033,Jutiapa,Jalpatagua,Colegio San José Obrero Ii,Aldea San Ixtan, 5293-3301,Cesar Augusto Cumes Cermeño,Mayra Yesenia Galicia Vallejos,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-12-0063-46,22-029,Jutiapa,Jalpatagua,"Colegio Particular Mixto Evangélico ""Samaria""","5A. Calle 1-93, Zona 2", 4709-0364,Carlos Alberto Lopez Archila,Ruth Noemy Arévalo,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-12-0437-46,22-029,Jutiapa,Jalpatagua,Instituto Tecnico De Ciencias Administrativas Y Secretariales Moderno Jalpataguense,3A Calle 1-36 Zona 2, 7756-4472,Carlos Alberto Lopez Archila,Elisabeth Barrera Rosales,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-0438-46,22-033,Jutiapa,Jalpatagua,"Escuela Nacional De Ciencias Comerciales ""Profa. Carlota Rodenas Sanchez""",5A. Avenida 0-00 Zona 1, 7756-4350,Cesar Augusto Cumes Cermeño,Crístian Leonil Figueroa Serrano,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-12-1946-46,22-033,Jutiapa,Jalpatagua,Colegio Particular Mixto San Jose Obrero I,3A. Calle 5-97 Zona 1, 7756-4442,Cesar Augusto Cumes Cermeño,Elias Benjamin Menendez Hernandez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-1947-46,22-033,Jutiapa,Jalpatagua,Colegio Particular Mixto San Jose Obrero Ii,Caserio El Cipres Aldea San Ixtan, 5293-3301,Cesar Augusto Cumes Cermeño,Santos Arely Márquez López,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-12-2084-46,22-033,Jutiapa,Jalpatagua,Colegio Particular Mixto San Jose Obrero Ii,Caserio El Cipres Aldea San Ixtan, 5293-3301,Cesar Augusto Cumes Cermeño,Mayra Yesenia Galicia Vallejos,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-2094-46,22-029,Jutiapa,Jalpatagua,Instituto De Magisterio Por Cooperativa De Jalpatagua,6A. Avenida 4-34 Zona 1, 5502-8787,Carlos Alberto Lopez Archila,Luis Alfonso Ruano Esquivel,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-12-2271-46,22-029,Jutiapa,Jalpatagua,Colegio Particular Mixto Nuevo Amanecer (Por Madurez),3A. Calle 3-29 Zona 1, 7756-4472,Carlos Alberto Lopez Archila,Sandra Elizabeth Gramajo Barrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-12-2462-46,22-022,Jutiapa,Jalpatagua,Colegio Evangelico Cristiano'Rios De Agua Viva',Aldea El Coco,,Julio Rene Hernandez Gonzalez,Nan,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Diario(Regular),Jutiapa
22-13-0002-46,22-035,Jutiapa,Conguaco,"Instituto Mixto De Educacion ""Conguaquense""",Caserio Briotis, 4284-8727,Ana Azucena Cruz Jimenez,Gregorio Edgar Valiente Martínez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-13-0028-46,22-036,Jutiapa,Conguaco,Instituto Nacional De Educacion Diversificada,Barrio El Centro, 5517-1050,Jorge Gomez Perez,María Elizabeth Zéa Alonzo,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-13-0032-46,22-035,Jutiapa,Conguaco,Liceo San Pedro,Aldea San Pedro, 5122-3416,Ana Azucena Cruz Jimenez,Delmy Lilí Ramírez González,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-13-0033-46,22-035,Jutiapa,Conguaco,Liceo San Pedro,Aldea San Pedro, 4896-7580,Ana Azucena Cruz Jimenez,Delmy Lilí Ramírez González,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-13-0035-46,22-035,Jutiapa,Conguaco,Instituto Mixto De Educacion Conguaquense,., 4284-8727,Ana Azucena Cruz Jimenez,Gregorio Edgar Valiente Martínez,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-13-0038-46,22-035,Jutiapa,Conguaco,Liceo San Pedro,Aldea San Pedro, 4893-7580,Ana Azucena Cruz Jimenez,Delmy Lilí Ramírez González,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-13-0042-46,22-035,Jutiapa,Conguaco,Instituto Nacional De Educacion Diversificada,"Calle Principal, Aldea San Pedro", 5565-2048,Ana Azucena Cruz Jimenez,Guillermo Hernández Regalado,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-13-0043-46,22-036,Jutiapa,Conguaco,"Instituto De Educacion Diversificada Por Cooperativa ""Mirador De Oriente""",Barrio El Calvario De La Cabecera Municipal, 5914-1926,Jorge Gomez Perez,Karin Yuliza Ortíz Rivera,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Jutiapa
22-13-0045-46,22-035,Jutiapa,Conguaco,Instituto Mixto De Educación Conguaquense,Caserio Briotis, 5825-2521,Ana Azucena Cruz Jimenez,Gregorio Edgar Valiente Martínez,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-13-0047-46,22-035,Jutiapa,Conguaco,Liceo San Pedro,Aldea San Pedro, 4214-7332,Ana Azucena Cruz Jimenez,Delmy Lilí Ramírez González,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Jutiapa
22-13-0052-46,22-035,Jutiapa,Conguaco,Liceo Conguaquense,Caserío Briotis, 5921-9191,Ana Azucena Cruz Jimenez,Gregorio Edgar Valiente Martínez,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-13-0060-46,22-035,Jutiapa,Conguaco,Liceo Conguaquense,Caserio Briotis, 4716-0153,Ana Azucena Cruz Jimenez,Gregorio Edgar Valiente Martínez,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-13-2273-46,22-035,Jutiapa,Conguaco,Instituto Mixto De Educacion Conguaquense,Caserio Briotis, 4716-0153,Ana Azucena Cruz Jimenez,Gregorio Edgar Valiente Martínez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Jutiapa
22-14-0001-46,22-024,Jutiapa,Moyuta,Instituto Diversificado Municipal,Aldea Ciudad Pedro Alvarado, 4218-0909,Carlos Obdulio Orozco Reyes,Claudia Patricia Davila Ramírez,Diversificado,Municipal,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
22-14-0031-46,22-007,Jutiapa,Moyuta,Instituto Nacional De Educacion Diversificada,Aldea Ciudad Pedro De Alvarado, 4151-8185,Wilmer Obed Ramirez Linares,Miguel Angel Galindo Zepeda,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Jutiapa
